URL da empresa,Qualidade_Padronizada,Problemas_URL,Dominio,Caminho_URL,Extensao_URL,Tipo_URL,Consistencia_Empresa_URL,URL_Padronizada,Dominio_Padronizado
https://www.linkfarmacosmo.com,Tudo maiúsculo,['OK'],linkfarmacosmo.com,,com,Website Corporativo,Consistente,https://linkfarmacosmo.com,linkfarmacosmo.com
http://selency.com,OK,['OK'],selency.com,,com,Website Corporativo,Consistente,https://selency.com,selency.com
http://www.strix.net,OK,['OK'],strix.net,,net,Website Corporativo,Consistente,https://strix.net,strix.net
http://www.mytraffic.io,OK,['OK'],mytraffic.io,,io,Website Corporativo,Consistente,https://mytraffic.io,mytraffic.io
https://theforcecode.com/,OK,['Domínio possivelmente inválido'],theforcecode.com,/,com/,Website Corporativo,Consistente,https://theforcecode.com,theforcecode.com
http://www.capgemini.com/invent,OK,['Domínio possivelmente inválido'],capgemini.com,/invent,com/invent,Website Corporativo,Consistente,https://capgemini.com/invent,capgemini.com
http://aquiladata.fr,OK,['OK'],aquiladata.fr,,fr,Website Corporativo,Consistente,https://aquiladata.fr,aquiladata.fr
http://aquiladata.fr,OK,['OK'],aquiladata.fr,,fr,Website Corporativo,Consistente,https://aquiladata.fr,aquiladata.fr
https://gaiha.org/,OK,['Domínio possivelmente inválido'],gaiha.org,/,org/,Website Corporativo,Consistente,https://gaiha.org,gaiha.org
https://gocardless.com,OK,['OK'],gocardless.com,,com,Website Corporativo,Consistente,https://gocardless.com,gocardless.com
https://www.spendesk.com,OK,['OK'],spendesk.com,,com,Website Corporativo,Consistente,https://spendesk.com,spendesk.com
https://www.spendesk.com,OK,['OK'],spendesk.com,,com,Website Corporativo,Consistente,https://spendesk.com,spendesk.com
http://www.etiqmedia.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],etiqmedia.com,/,com/,Website Corporativo,Consistente,https://etiqmedia.com,etiqmedia.com
http://www.etiqmedia.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],etiqmedia.com,/,com/,Website Corporativo,Consistente,https://etiqmedia.com,etiqmedia.com
http://tglab.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],tglab.com,/,com/,Website Corporativo,Consistente,https://tglab.com,tglab.com
http://tglab.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],tglab.com,/,com/,Website Corporativo,Consistente,https://tglab.com,tglab.com
https://www.key-stream.com/,OK,['Domínio possivelmente inválido'],key-stream.com,/,com/,Website Corporativo,Inconsistente,https://key-stream.com,key-stream.com
https://www.between.tech,OK,['Domínio possivelmente inválido'],between.tech,,tech,Website Corporativo,Consistente,https://between.tech,between.tech
https://www.pikon.com/,OK,['Domínio possivelmente inválido'],pikon.com,/,com/,Website Corporativo,Consistente,https://pikon.com,pikon.com
https://www.pikon.com/,OK,['Domínio possivelmente inválido'],pikon.com,/,com/,Website Corporativo,Consistente,https://pikon.com,pikon.com
https://www.pikon.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],pikon.com,/,com/,Website Corporativo,Consistente,https://pikon.com,pikon.com
https://www.aboutamazon.pl/nasze-miejsce-pracy/amazon-development-center,OK,['Domínio possivelmente inválido'],aboutamazon.pl,/nasze-miejsce-pracy/amazon-development-center,pl/nasze-miejsce-pracy/amazon-development-center,Website Corporativo,Consistente,https://aboutamazon.pl/nasze-miejsce-pracy/amazon-development-center,aboutamazon.pl
https://www.evosoft.com/,OK,['Domínio possivelmente inválido'],evosoft.com,/,com/,Website Corporativo,Consistente,https://evosoft.com,evosoft.com
https://www.evosoft.com,OK,['OK'],evosoft.com,,com,Website Corporativo,Consistente,https://evosoft.com,evosoft.com
http://www.cegedim.com,OK,['OK'],cegedim.com,,com,Website Corporativo,Consistente,https://cegedim.com,cegedim.com
http://www.consult.red,OK,['Domínio possivelmente inválido'],consult.red,,red,Website Corporativo,Consistente,https://consult.red,consult.red
ekuenergy.com,OK,['Não começa com http/https/www'],,ekuenergy.com,com,Outro,Inconsistente,https://ekuenergy.com,ekuenergy.com
https://www.vaiva.io/en/,Tudo maiúsculo,['Domínio possivelmente inválido'],vaiva.io,/en/,io/en/,Website Corporativo,Consistente,https://vaiva.io/en,vaiva.io
https://www.vaiva.io/en/,Tudo maiúsculo,['Domínio possivelmente inválido'],vaiva.io,/en/,io/en/,Website Corporativo,Consistente,https://vaiva.io/en,vaiva.io
http://www.site.datac.com.br,Tudo maiúsculo,['OK'],site.datac.com.br,,br,Website Corporativo,Consistente,https://site.datac.com.br,site.datac.com.br
http://www.site.datac.com.br,OK,['OK'],site.datac.com.br,,br,Website Corporativo,Consistente,https://site.datac.com.br,site.datac.com.br
https://www.dalet.com,OK,['OK'],dalet.com,,com,Website Corporativo,Consistente,https://dalet.com,dalet.com
https://www.dalet.com,OK,['OK'],dalet.com,,com,Website Corporativo,Consistente,https://dalet.com,dalet.com
https://www.dalet.com,OK,['OK'],dalet.com,,com,Website Corporativo,Consistente,https://dalet.com,dalet.com
https://www.pwc.com/gx/en,OK,['Domínio possivelmente inválido'],pwc.com,/gx/en,com/gx/en,Website Corporativo,Inconsistente,https://pwc.com/gx/en,pwc.com
https://www.pwc.com/gx/en,OK,['Domínio possivelmente inválido'],pwc.com,/gx/en,com/gx/en,Website Corporativo,Inconsistente,https://pwc.com/gx/en,pwc.com
http://www.clevercards.com,OK,['OK'],clevercards.com,,com,Website Corporativo,Consistente,https://clevercards.com,clevercards.com
http://www.kumavision.com,Tudo maiúsculo,['OK'],kumavision.com,,com,Website Corporativo,Consistente,https://kumavision.com,kumavision.com
http://www.bosonit.com,OK,['OK'],bosonit.com,,com,Website Corporativo,Consistente,https://bosonit.com,bosonit.com
http://www.retmarker.com,OK,['OK'],retmarker.com,,com,Website Corporativo,Consistente,https://retmarker.com,retmarker.com
https://cavendishconsulting.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],cavendishconsulting.com,/,com/,Website Corporativo,Inconsistente,https://cavendishconsulting.com,cavendishconsulting.com
https://cavendishconsulting.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],cavendishconsulting.com,/,com/,Website Corporativo,Inconsistente,https://cavendishconsulting.com,cavendishconsulting.com
https://cavendishconsulting.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],cavendishconsulting.com,/,com/,Website Corporativo,Inconsistente,https://cavendishconsulting.com,cavendishconsulting.com
https://cavendishconsulting.com/,OK,['Domínio possivelmente inválido'],cavendishconsulting.com,/,com/,Website Corporativo,Inconsistente,https://cavendishconsulting.com,cavendishconsulting.com
https://cavendishconsulting.com/,OK,['Domínio possivelmente inválido'],cavendishconsulting.com,/,com/,Website Corporativo,Inconsistente,https://cavendishconsulting.com,cavendishconsulting.com
https://cavendishconsulting.com/,OK,['Domínio possivelmente inválido'],cavendishconsulting.com,/,com/,Website Corporativo,Consistente,https://cavendishconsulting.com,cavendishconsulting.com
https://cavendishconsulting.com/,OK,['Domínio possivelmente inválido'],cavendishconsulting.com,/,com/,Website Corporativo,Inconsistente,https://cavendishconsulting.com,cavendishconsulting.com
https://www.exasol.com/,OK,['Domínio possivelmente inválido'],exasol.com,/,com/,Website Corporativo,Consistente,https://exasol.com,exasol.com
https://www.exasol.com/,OK,['Domínio possivelmente inválido'],exasol.com,/,com/,Website Corporativo,Consistente,https://exasol.com,exasol.com
https://www.weko.de/,Tudo maiúsculo,['Domínio possivelmente inválido'],weko.de,/,de/,Website Corporativo,Consistente,https://weko.de,weko.de
https://www.pwc.com/gx/en,OK,['Domínio possivelmente inválido'],pwc.com,/gx/en,com/gx/en,Website Corporativo,Inconsistente,https://pwc.com/gx/en,pwc.com
https://viessmann-kariera.pl/rd/,OK,['Domínio possivelmente inválido'],viessmann-kariera.pl,/rd/,pl/rd/,Website Corporativo,Consistente,https://viessmann-kariera.pl/rd,viessmann-kariera.pl
https://www.infinit.cx/,OK,['Domínio possivelmente inválido'],infinit.cx,/,cx/,Website Corporativo,Consistente,https://infinit.cx,infinit.cx
https://kpcgroup.fr,Tudo maiúsculo,['OK'],kpcgroup.fr,,fr,Website Corporativo,Inconsistente,https://kpcgroup.fr,kpcgroup.fr
http://www.epg.com/,OK,['Domínio possivelmente inválido'],epg.com,/,com/,Website Corporativo,Inconsistente,https://epg.com,epg.com
https://www.4cadgroup.com/,Contém números,['Domínio possivelmente inválido'],4cadgroup.com,/,com/,Website Corporativo,Consistente,https://4cadgroup.com,4cadgroup.com
http://www.dilitrust.com,OK,['OK'],dilitrust.com,,com,Website Corporativo,Consistente,https://dilitrust.com,dilitrust.com
www.datacircle.com.br,OK,['OK'],,www.datacircle.com.br,br,Outro,Inconsistente,https://datacircle.com.br,datacircle.com.br
www.datacircle.com.br,OK,['OK'],,www.datacircle.com.br,br,Outro,Inconsistente,https://datacircle.com.br,datacircle.com.br
https://www.wscad.com/,OK,['Domínio possivelmente inválido'],wscad.com,/,com/,Website Corporativo,Consistente,https://wscad.com,wscad.com
https://www.orisha.com,OK,['OK'],orisha.com,,com,Website Corporativo,Consistente,https://orisha.com,orisha.com
3P.eu,Contém números,"['Não começa com http/https/www', 'Muito curta']",,3P.eu,eu,Outro,Inconsistente,https://3p.eu,3p.eu
https://www.centogene.com/,OK,['Domínio possivelmente inválido'],centogene.com,/,com/,Website Corporativo,Consistente,https://centogene.com,centogene.com
http://www.movadogroup.com,Tudo maiúsculo,['OK'],movadogroup.com,,com,Website Corporativo,Inconsistente,https://movadogroup.com,movadogroup.com
https://uground.com/home,Tudo maiúsculo,['Domínio possivelmente inválido'],uground.com,/home,com/home,Website Corporativo,Consistente,https://uground.com/home,uground.com
https://uground.com/home,Tudo maiúsculo,['Domínio possivelmente inválido'],uground.com,/home,com/home,Website Corporativo,Consistente,https://uground.com/home,uground.com
https://uground.com/home,Contém números,['Domínio possivelmente inválido'],uground.com,/home,com/home,Website Corporativo,Inconsistente,https://uground.com/home,uground.com
https://uground.com/home,Contém números,['Domínio possivelmente inválido'],uground.com,/home,com/home,Website Corporativo,Inconsistente,https://uground.com/home,uground.com
https://uground.com/home,Contém números,['Domínio possivelmente inválido'],uground.com,/home,com/home,Website Corporativo,Inconsistente,https://uground.com/home,uground.com
http://mwbsc.de,OK,['OK'],mwbsc.de,,de,Website Corporativo,Consistente,https://mwbsc.de,mwbsc.de
http://mwbsc.de,OK,['OK'],mwbsc.de,,de,Website Corporativo,Consistente,https://mwbsc.de,mwbsc.de
https://linktr.ee/asac_ti,OK,['Domínio possivelmente inválido'],linktr.ee,/asac_ti,ee/asac_ti,Website Corporativo,Inconsistente,https://linktr.ee/asac_ti,linktr.ee
http://www.visunext.de,OK,['OK'],visunext.de,,de,Website Corporativo,Consistente,https://visunext.de,visunext.de
http://www.visunext.de,OK,['OK'],visunext.de,,de,Website Corporativo,Consistente,https://visunext.de,visunext.de
http://www.flightregister.net,OK,['OK'],flightregister.net,,net,Website Corporativo,Consistente,https://flightregister.net,flightregister.net
http://www.flightregister.net,OK,['OK'],flightregister.net,,net,Website Corporativo,Consistente,https://flightregister.net,flightregister.net
http://www.accenture.com,OK,['OK'],accenture.com,,com,Website Corporativo,Consistente,https://accenture.com,accenture.com
https://careers.allianz.com/go/Allianz-Technology/5123701/,OK,['Domínio possivelmente inválido'],careers.allianz.com,/go/Allianz-Technology/5123701/,com/go/allianz-technology/5123701/,Website Corporativo,Consistente,https://careers.allianz.com/go/Allianz-Technology/5123701,careers.allianz.com
https://careers.allianz.com/go/Allianz-Technology/5123701/,OK,['Domínio possivelmente inválido'],careers.allianz.com,/go/Allianz-Technology/5123701/,com/go/allianz-technology/5123701/,Website Corporativo,Consistente,https://careers.allianz.com/go/Allianz-Technology/5123701,careers.allianz.com
http://www.a-star.edu.sg/,OK,['Domínio possivelmente inválido'],a-star.edu.sg,/,sg/,Website Corporativo,Inconsistente,https://a-star.edu.sg,a-star.edu.sg
http://www.talan.com,OK,['OK'],talan.com,,com,Website Corporativo,Consistente,https://talan.com,talan.com
http://www.talan.com,OK,['OK'],talan.com,,com,Website Corporativo,Consistente,https://talan.com,talan.com
http://www.talan.com,OK,['OK'],talan.com,,com,Website Corporativo,Consistente,https://talan.com,talan.com
https://www.between.tech,OK,['Domínio possivelmente inválido'],between.tech,,tech,Website Corporativo,Consistente,https://between.tech,between.tech
https://www.binect.de,OK,['OK'],binect.de,,de,Website Corporativo,Consistente,https://binect.de,binect.de
https://www.aboutamazon.pl/nasze-miejsce-pracy/amazon-development-center,OK,['Domínio possivelmente inválido'],aboutamazon.pl,/nasze-miejsce-pracy/amazon-development-center,pl/nasze-miejsce-pracy/amazon-development-center,Website Corporativo,Consistente,https://aboutamazon.pl/nasze-miejsce-pracy/amazon-development-center,aboutamazon.pl
https://www.activematter.tech/,OK,['Domínio possivelmente inválido'],activematter.tech,/,tech/,Website Corporativo,Consistente,https://activematter.tech,activematter.tech
http://born.net,OK,['OK'],born.net,,net,Website Corporativo,Consistente,https://born.net,born.net
https://www.aboutamazon.com/,OK,['Domínio possivelmente inválido'],aboutamazon.com,/,com/,Website Corporativo,Consistente,https://aboutamazon.com,aboutamazon.com
http://www.yoti.com,OK,['OK'],yoti.com,,com,Website Corporativo,Consistente,https://yoti.com,yoti.com
http://www.yoti.com,OK,['OK'],yoti.com,,com,Website Corporativo,Consistente,https://yoti.com,yoti.com
http://www.yoti.com,OK,['OK'],yoti.com,,com,Website Corporativo,Consistente,https://yoti.com,yoti.com
http://www.yoti.com,OK,['OK'],yoti.com,,com,Website Corporativo,Consistente,https://yoti.com,yoti.com
https://yn.de,OK,['OK'],yn.de,,de,Website Corporativo,Inconsistente,https://yn.de,yn.de
https://yn.de,OK,['OK'],yn.de,,de,Website Corporativo,Inconsistente,https://yn.de,yn.de
https://www.blowww.io,Contém números,['OK'],bloio,,io,Website Corporativo,Inconsistente,https://bloio,bloio
http://www.veepee.com,OK,['OK'],veepee.com,,com,Website Corporativo,Consistente,https://veepee.com,veepee.com
http://www.veepee.com,OK,['OK'],veepee.com,,com,Website Corporativo,Inconsistente,https://veepee.com,veepee.com
http://www.clininfo.fr,OK,['OK'],clininfo.fr,,fr,Website Corporativo,Consistente,https://clininfo.fr,clininfo.fr
http://www.magnetis.fr,OK,['OK'],magnetis.fr,,fr,Website Corporativo,Inconsistente,https://magnetis.fr,magnetis.fr
https://www.personio.com,OK,['OK'],personio.com,,com,Website Corporativo,Consistente,https://personio.com,personio.com
https://viessmann-kariera.pl/rd/,OK,['Domínio possivelmente inválido'],viessmann-kariera.pl,/rd/,pl/rd/,Website Corporativo,Consistente,https://viessmann-kariera.pl/rd,viessmann-kariera.pl
https://www.encoway.de/,OK,['Domínio possivelmente inválido'],encoway.de,/,de/,Website Corporativo,Consistente,https://encoway.de,encoway.de
https://www.encoway.de/,OK,['Domínio possivelmente inválido'],encoway.de,/,de/,Website Corporativo,Consistente,https://encoway.de,encoway.de
https://www.davaso.de/,OK,['Domínio possivelmente inválido'],davaso.de,/,de/,Website Corporativo,Consistente,https://davaso.de,davaso.de
https://www.davaso.de/,OK,['Domínio possivelmente inválido'],davaso.de,/,de/,Website Corporativo,Consistente,https://davaso.de,davaso.de
https://simoco.com/,OK,['Domínio possivelmente inválido'],simoco.com,/,com/,Website Corporativo,Consistente,https://simoco.com,simoco.com
http://www.it-haus.com,Tudo maiúsculo,['OK'],it-haus.com,,com,Website Corporativo,Consistente,https://it-haus.com,it-haus.com
http://www.thinkproject.com,OK,['OK'],thinkproject.com,,com,Website Corporativo,Consistente,https://thinkproject.com,thinkproject.com
http://scilife.io,OK,['OK'],scilife.io,,io,Website Corporativo,Consistente,https://scilife.io,scilife.io
http://scilife.io,OK,['OK'],scilife.io,,io,Website Corporativo,Consistente,https://scilife.io,scilife.io
https://www.analitza.com,OK,['OK'],analitza.com,,com,Website Corporativo,Consistente,https://analitza.com,analitza.com
https://www.sdx-ag.de/,Tudo maiúsculo,['Domínio possivelmente inválido'],sdx-ag.de,/,de/,Website Corporativo,Inconsistente,https://sdx-ag.de,sdx-ag.de
http://automatismositea.com,Tudo maiúsculo,['OK'],automatismositea.com,,com,Website Corporativo,Consistente,https://automatismositea.com,automatismositea.com
http://automatismositea.com,Tudo maiúsculo,['OK'],automatismositea.com,,com,Website Corporativo,Consistente,https://automatismositea.com,automatismositea.com
https://www.codered.net,OK,['OK'],codered.net,,net,Website Corporativo,Consistente,https://codered.net,codered.net
http://www.uncapped.be/vacatures,Tudo maiúsculo,['Domínio possivelmente inválido'],uncapped.be,/vacatures,be/vacatures,Website Corporativo,Consistente,https://uncapped.be/vacatures,uncapped.be
https://www.e-bx.co.uk,OK,['OK'],e-bx.co.uk,,uk,Website Corporativo,Consistente,https://e-bx.co.uk,e-bx.co.uk
https://sdui.de/,OK,['Domínio possivelmente inválido'],sdui.de,/,de/,Website Corporativo,Consistente,https://sdui.de,sdui.de
http://www.meetyoo.com,Tudo maiúsculo,['OK'],meetyoo.com,,com,Website Corporativo,Consistente,https://meetyoo.com,meetyoo.com
https://www.qualityminds.com/de,OK,['Domínio possivelmente inválido'],qualityminds.com,/de,com/de,Website Corporativo,Consistente,https://qualityminds.com/de,qualityminds.com
https://timleib.de,OK,['OK'],timleib.de,,de,Website Corporativo,Consistente,https://timleib.de,timleib.de
https://www.koenig-bauer.com/en/,OK,['Domínio possivelmente inválido'],koenig-bauer.com,/en/,com/en/,Website Corporativo,Consistente,https://koenig-bauer.com/en,koenig-bauer.com
https://verestro.com/,OK,['Domínio possivelmente inválido'],verestro.com,/,com/,Website Corporativo,Consistente,https://verestro.com,verestro.com
https://verestro.com/,OK,['Domínio possivelmente inválido'],verestro.com,/,com/,Website Corporativo,Inconsistente,https://verestro.com,verestro.com
http://www.playtech.com,OK,['OK'],playtech.com,,com,Website Corporativo,Consistente,https://playtech.com,playtech.com
https://atruvia.de/,OK,['Domínio possivelmente inválido'],atruvia.de,/,de/,Website Corporativo,Inconsistente,https://atruvia.de,atruvia.de
https://atruvia.de/,Tudo maiúsculo,['Domínio possivelmente inválido'],atruvia.de,/,de/,Website Corporativo,Inconsistente,https://atruvia.de,atruvia.de
https://www.atruvia.de,OK,['OK'],atruvia.de,,de,Website Corporativo,Consistente,https://atruvia.de,atruvia.de
https://atruvia.de/,OK,['Domínio possivelmente inválido'],atruvia.de,/,de/,Website Corporativo,Inconsistente,https://atruvia.de,atruvia.de
https://atruvia.de/,OK,['Domínio possivelmente inválido'],atruvia.de,/,de/,Website Corporativo,Inconsistente,https://atruvia.de,atruvia.de
http://synthesia.io,OK,['OK'],synthesia.io,,io,Website Corporativo,Consistente,https://synthesia.io,synthesia.io
http://www.iriscorporate.com,OK,['OK'],iriscorporate.com,,com,Website Corporativo,Consistente,https://iriscorporate.com,iriscorporate.com
,OK,['Vazio'],,,,Vazio,Dados incompletos,,
http://www.ibat-solution.com,Tudo maiúsculo,['OK'],ibat-solution.com,,com,Website Corporativo,Consistente,https://ibat-solution.com,ibat-solution.com
http://www.wizzinvest.com,OK,['OK'],wizzinvest.com,,com,Website Corporativo,Consistente,https://wizzinvest.com,wizzinvest.com
http://www.indracompany.com,OK,['OK'],indracompany.com,,com,Website Corporativo,Consistente,https://indracompany.com,indracompany.com
https://www.unir.net/,OK,['Domínio possivelmente inválido'],unir.net,/,net/,Website Corporativo,Consistente,https://unir.net,unir.net
https://www.sesamehr.es/,OK,['Domínio possivelmente inválido'],sesamehr.es,/,es/,Website Corporativo,Consistente,https://sesamehr.es,sesamehr.es
http://www.leanix.net,OK,['OK'],leanix.net,,net,Website Corporativo,Consistente,https://leanix.net,leanix.net
http://www.rapid-data.de,OK,['OK'],rapid-data.de,,de,Website Corporativo,Consistente,https://rapid-data.de,rapid-data.de
http://casimbagaming.com,OK,['OK'],casimbagaming.com,,com,Website Corporativo,Consistente,https://casimbagaming.com,casimbagaming.com
http://casimbagaming.com,OK,['OK'],casimbagaming.com,,com,Website Corporativo,Consistente,https://casimbagaming.com,casimbagaming.com
http://www.ricoh.es,OK,['OK'],ricoh.es,,es,Website Corporativo,Consistente,https://ricoh.es,ricoh.es
http://www.ricoh.es,OK,['OK'],ricoh.es,,es,Website Corporativo,Consistente,https://ricoh.es,ricoh.es
http://www.ricoh.es,OK,['OK'],ricoh.es,,es,Website Corporativo,Consistente,https://ricoh.es,ricoh.es
http://www.bms.com.pl,Tudo maiúsculo,['OK'],bms.com.pl,,pl,Website Corporativo,Inconsistente,https://bms.com.pl,bms.com.pl
http://withwise.com,OK,['OK'],withwise.com,,com,Website Corporativo,Consistente,https://withwise.com,withwise.com
https://www.novencia.com/,OK,['Domínio possivelmente inválido'],novencia.com,/,com/,Website Corporativo,Consistente,https://novencia.com,novencia.com
http://www.sequantis.com,OK,['OK'],sequantis.com,,com,Website Corporativo,Consistente,https://sequantis.com,sequantis.com
https://www.woogma.com/,Tudo maiúsculo,['Domínio possivelmente inválido'],woogma.com,/,com/,Website Corporativo,Consistente,https://woogma.com,woogma.com
http://www.xfive.be,OK,['Domínio possivelmente inválido'],xfive.be,,be,Website Corporativo,Consistente,https://xfive.be,xfive.be
https://www.BasisTeam.com,OK,['OK'],BasisTeam.com,,com,Website Corporativo,Consistente,https://basisteam.com,basisteam.com
https://www.BasisTeam.com,OK,['OK'],BasisTeam.com,,com,Website Corporativo,Consistente,https://basisteam.com,basisteam.com
https://www.BasisTeam.com,OK,['OK'],BasisTeam.com,,com,Website Corporativo,Consistente,https://basisteam.com,basisteam.com
http://www.onelan.com,Tudo maiúsculo,['OK'],onelan.com,,com,Website Corporativo,Consistente,https://onelan.com,onelan.com
https://www.steadforce.com/contact,OK,['Domínio possivelmente inválido'],steadforce.com,/contact,com/contact,Website Corporativo,Consistente,https://steadforce.com/contact,steadforce.com
https://www.steadforce.com/contact,OK,['Domínio possivelmente inválido'],steadforce.com,/contact,com/contact,Website Corporativo,Consistente,https://steadforce.com/contact,steadforce.com
https://team-planet.com,OK,['OK'],team-planet.com,,com,Website Corporativo,Consistente,https://team-planet.com,team-planet.com
https://team-planet.com,OK,['OK'],team-planet.com,,com,Website Corporativo,Consistente,https://team-planet.com,team-planet.com
http://www.sellerx.com,OK,['OK'],sellerx.com,,com,Twitter/X,Consistente,https://sellerx.com,sellerx.com
https://www.mid.de,Tudo maiúsculo,['OK'],mid.de,,de,Website Corporativo,Inconsistente,https://mid.de,mid.de
https://www.mid.de,Tudo maiúsculo,['OK'],mid.de,,de,Website Corporativo,Inconsistente,https://mid.de,mid.de
https://stere-informatique.fr/,Tudo maiúsculo,['Domínio possivelmente inválido'],stere-informatique.fr,/,fr/,Website Corporativo,Consistente,https://stere-informatique.fr,stere-informatique.fr
http://www.enamaye.de,OK,['OK'],enamaye.de,,de,Website Corporativo,Consistente,https://enamaye.de,enamaye.de
https://www.ceffu.com/,OK,['Domínio possivelmente inválido'],ceffu.com,/,com/,Website Corporativo,Consistente,https://ceffu.com,ceffu.com
http://www.loreal.com,OK,['OK'],loreal.com,,com,Website Corporativo,Inconsistente,https://loreal.com,loreal.com
https://www.pwc.com/gx/en,OK,['Domínio possivelmente inválido'],pwc.com,/gx/en,com/gx/en,Website Corporativo,Inconsistente,https://pwc.com/gx/en,pwc.com
http://walnut.io,OK,['OK'],walnut.io,,io,Website Corporativo,Consistente,https://walnut.io,walnut.io
https://www.engie.com/,OK,['Domínio possivelmente inválido'],engie.com,/,com/,Website Corporativo,Consistente,https://engie.com,engie.com
http://www.cragenomica.es,OK,['OK'],cragenomica.es,,es,Website Corporativo,Consistente,https://cragenomica.es,cragenomica.es
http://www.itm-stats.com,Tudo maiúsculo,['OK'],itm-stats.com,,com,Website Corporativo,Consistente,https://itm-stats.com,itm-stats.com
http://kinewell.co.uk,OK,['OK'],kinewell.co.uk,,uk,Website Corporativo,Consistente,https://kinewell.co.uk,kinewell.co.uk
https://www.saascade.com,OK,['OK'],saascade.com,,com,Website Corporativo,Consistente,https://saascade.com,saascade.com
https://www.infobip.com/,OK,['Domínio possivelmente inválido'],infobip.com,/,com/,Website Corporativo,Consistente,https://infobip.com,infobip.com
https://new-work.se/en/career,OK,['Domínio possivelmente inválido'],new-work.se,/en/career,se/en/career,Website Corporativo,Consistente,https://new-work.se/en/career,new-work.se
http://www.quandoo.com,OK,['OK'],quandoo.com,,com,Website Corporativo,Consistente,https://quandoo.com,quandoo.com
http://www.qbiz-it.com,OK,['OK'],qbiz-it.com,,com,Website Corporativo,Consistente,https://qbiz-it.com,qbiz-it.com
http://www.qbiz-it.com,OK,['OK'],qbiz-it.com,,com,Website Corporativo,Consistente,https://qbiz-it.com,qbiz-it.com
https://www.autogeneral.com.au/,OK,['Domínio possivelmente inválido'],autogeneral.com.au,/,au/,Website Corporativo,Consistente,https://autogeneral.com.au,autogeneral.com.au
https://www.sievers-group.com,Tudo maiúsculo,['OK'],sievers-group.com,,com,Website Corporativo,Consistente,https://sievers-group.com,sievers-group.com
https://www.eqs.com,OK,['OK'],eqs.com,,com,Website Corporativo,Inconsistente,https://eqs.com,eqs.com
https://www.eqs.com,OK,['OK'],eqs.com,,com,Website Corporativo,Inconsistente,https://eqs.com,eqs.com
http://www.univio.com,OK,['OK'],univio.com,,com,Website Corporativo,Consistente,https://univio.com,univio.com
http://www.univio.com,OK,['OK'],univio.com,,com,Website Corporativo,Consistente,https://univio.com,univio.com
http://www.gms-mediaservices.de,OK,['OK'],gms-mediaservices.de,,de,Website Corporativo,Consistente,https://gms-mediaservices.de,gms-mediaservices.de
http://www.gms-mediaservices.de,OK,['OK'],gms-mediaservices.de,,de,Website Corporativo,Consistente,https://gms-mediaservices.de,gms-mediaservices.de
http://www.comeco.com,Tudo maiúsculo,['OK'],comeco.com,,com,Website Corporativo,Consistente,https://comeco.com,comeco.com
http://www.comeco.com,Tudo maiúsculo,['OK'],comeco.com,,com,Website Corporativo,Consistente,https://comeco.com,comeco.com
